company,opportunity_value,old_status_label,new_status_label,status_change_date,lead_created_date,current_lead_status,current_lead_status_date,current_opp_status,current_opp_status_date,billing_period_unit,billing_period
company597,118,AE - Qualified,Confirmed,2018-05-23 11:27:12,2018-02-12 12:42:30,Customer,2018-05-23 11:27:16,Paying,2018-06-26 18:14:32,year,1
company597,118,Confirmed,Paying,2018-06-26 18:14:32,2018-02-12 12:42:30,Customer,2018-05-23 11:27:16,Paying,2018-06-26 18:14:32,year,1
company601,402,SD - Interested,SD - Engaged,2019-05-14 14:45:36,2019-05-14 08:42:08,Pre-qualified Outbound,2019-05-14 14:44:41,SD - Engaged,2019-05-14 14:45:36,year,1
company602,60,AE - Qualified,Opp - Lost,2017-01-24 12:12:01,2016-11-21 14:38:07,Customer,2017-09-22 10:39:42,Paying,2017-10-16 14:47:29,month,5
company602,60,Opp - Lost,Confirmed,2017-09-22 10:35:30,2016-11-21 14:38:07,Customer,2017-09-22 10:39:42,Paying,2017-10-16 14:47:29,month,1
company602,60,Confirmed,Paying,2017-10-16 14:47:29,2016-11-21 14:38:07,Customer,2017-09-22 10:39:42,Paying,2017-10-16 14:47:29,month,4
company605,346,MR - Qualification,AE - Qualified,2019-04-02 13:26:06,2019-03-29 09:25:00,Qualified,2019-04-02 13:22:18,AE - Qualified,2019-04-02 13:26:06,year,1
company606,710,SD - Engaged,AE - Qualified,2018-08-23 15:30:22,2018-07-31 14:15:03,Customer,2019-03-29 14:43:03,Confirmed,2019-03-29 14:43:10,year,1
company606,710,AE - Qualified,Confirmed,2019-03-29 14:43:10,2018-07-31 14:15:03,Customer,2019-03-29 14:43:03,Confirmed,2019-03-29 14:43:10,year,1
company608,42,AE - Qualified,Paying,2016-07-27 07:47:23,2016-07-04 12:36:03,Customer,2016-07-27 7:47:34,Paying,2016-07-27 07:47:23,month,2
company609,143,SD - Interested,SD - Engaged,2019-01-31 10:57:05,2018-12-18 12:15:19,Lost,2019-04-24 16:08:29,Opp - Lost,2019-04-24 16:08:26,year,1
company609,143,SD - Engaged,AE - Qualified,2019-02-20 14:57:05,2018-12-18 12:15:19,Lost,2019-04-24 16:08:29,Opp - Lost,2019-04-24 16:08:26,year,1
company609,143,AE - Qualified,Opp - Lost,2019-04-24 16:08:26,2018-12-18 12:15:19,Lost,2019-04-24 16:08:29,Opp - Lost,2019-04-24 16:08:26,year,1
company612,90,AE - Qualified,Confirmed,2018-07-25 11:16:57,2018-07-11 09:08:20,Customer,2018-07-25 11:17:04,Paying,2018-08-07 16:28:29,year,1
company612,90,Confirmed,Paying,2018-08-07 16:28:29,2018-07-11 09:08:20,Customer,2018-07-25 11:17:04,Paying,2018-08-07 16:28:29,year,1
company614,33,Confirmed,Paying,2017-03-14 12:30:07,2017-02-28 09:57:46,Customer,2017-02-28 9:57:48,Paying,2017-03-14 12:30:07,month,5
company615,65,AE - Qualified,Opp - Lost,2017-10-06 13:50:00,2017-06-27 09:12:15,Customer,2018-01-31 16:22:59,Paying,2018-06-26 18:12:32,month,10
company615,65,Opp - Lost,AE - Qualified,2018-01-09 10:36:55,2017-06-27 09:12:15,Customer,2018-01-31 16:22:59,Paying,2018-06-26 18:12:32,month,10
company615,65,AE - Qualified,Confirmed,2018-01-31 16:22:56,2017-06-27 09:12:15,Customer,2018-01-31 16:22:59,Paying,2018-06-26 18:12:32,month,7
company615,65,Confirmed,Paying,2018-06-26 18:12:32,2017-06-27 09:12:15,Customer,2018-01-31 16:22:59,Paying,2018-06-26 18:12:32,month,10
company619,100,AE - Qualified,Confirmed,2018-04-24 09:52:42,2018-03-19 11:42:30,Customer,2018-04-24 9:52:45,Paying,2018-06-06 18:11:45,year,1
company619,100,Confirmed,Paying,2018-06-06 18:11:45,2018-03-19 11:42:30,Customer,2018-04-24 9:52:45,Paying,2018-06-06 18:11:45,year,1
company621,100,AE - Qualified,Confirmed,2017-03-24 13:02:58,2016-11-17 16:30:55,Customer,2017-03-24 13:02:51,Paying,2017-05-03 07:20:15,year,1
company621,100,Confirmed,Paying,2017-05-03 07:20:15,2016-11-17 16:30:55,Customer,2017-03-24 13:02:51,Paying,2017-05-03 07:20:15,year,1
company623,167,AE - Qualified,Opp - Lost,2018-12-12 16:37:43,2018-07-30 10:21:03,Qualified,2018-07-30 10:20:52,Opp - Lost,2018-12-12 16:37:43,year,1
company624,242,AE - Qualified,Confirmed,2018-02-20 15:47:33,2017-11-02 10:17:08,Customer,2018-02-20 15:47:53,Paying,2018-03-19 16:23:24,year,1
company624,242,Confirmed,Paying,2018-03-19 16:23:24,2017-11-02 10:17:08,Customer,2018-02-20 15:47:53,Paying,2018-03-19 16:23:24,year,1
company626,71,SD - Interested,Opp - Lost,2018-11-06 10:19:29,2018-10-30 12:59:49,Not Interested,2018-11-06 10:19:38,Opp - Lost,2018-11-06 10:19:29,month,1
company627,233,AE - Qualified,Confirmed,2018-05-18 07:14:53,2018-03-21 16:02:18,Customer,2018-05-18 7:14:56,Paying,2018-07-04 15:31:12,year,1
company627,233,Confirmed,Paying,2018-07-04 15:31:12,2018-03-21 16:02:18,Customer,2018-05-18 7:14:56,Paying,2018-07-04 15:31:12,year,1
company629,60,AE - Qualified,Opp - Lost,2019-03-15 14:31:34,2018-09-26 12:03:35,LCI,2019-03-15 14:04:38,Opp - Lost,2019-03-15 14:31:34,month,8
company630,186,SD - Interested,Opp - Lost,2019-01-17 09:26:05,2018-12-20 10:55:50,Contacted,2018-10-25 12:16:21,Opp - Lost,2019-01-17 09:26:05,year,1
company631,29,MR - Qualification,AE - Qualified,2018-08-10 07:41:37,2018-08-03 13:07:11,Qualified,2018-08-10 7:41:42,AE - Qualified,2019-01-16 16:51:10,month,9
company631,29,AE - Qualified,AE - Solution Design,2018-09-07 14:22:31,2018-08-03 13:07:11,Qualified,2018-08-10 7:41:42,AE - Qualified,2019-01-16 16:51:10,month,2
company631,29,AE - Solution Design,AE - Qualified,2019-01-16 16:51:10,2018-08-03 13:07:11,Qualified,2018-08-10 7:41:42,AE - Qualified,2019-01-16 16:51:10,month,2
company634,19,MR - Qualification,AE - Qualified,2019-03-25 09:55:30,2019-03-21 13:47:02,Customer,2019-04-15 10:18:58,Confirmed,2019-04-15 10:19:04,month,1
company634,19,AE - Qualified,Confirmed,2019-04-15 10:19:04,2019-03-21 13:47:02,Customer,2019-04-15 10:18:58,Confirmed,2019-04-15 10:19:04,month,5
company636,38,AE - Qualified,Confirmed,2018-05-14 12:20:44,2018-03-26 14:04:10,Customer,2018-05-14 12:20:39,Paying,2018-05-14 18:38:53,month,10
company636,38,Confirmed,Paying,2018-05-14 18:38:53,2018-03-26 14:04:10,Customer,2018-05-14 12:20:39,Paying,2018-05-14 18:38:53,month,1
company638,19,AE - Qualified,Opp - Lost,2017-03-15 08:55:39,2017-03-03 15:51:28,Lost,2017-03-15 8:55:31,Opp - Lost,2017-03-15 08:55:39,month,10
company639,274,AE - Qualified,Opp - Lost,2016-11-14 11:20:44,2016-08-30 15:23:01,Qualified,2019-03-22 8:57:15,AE - Qualified,2019-03-13 10:28:16,year,1
company639,274,Opp - Lost,MR - Qualification,2019-03-12 13:00:38,2016-08-30 15:23:01,Qualified,2019-03-22 8:57:15,AE - Qualified,2019-03-13 10:28:16,year,1
company639,274,MR - Qualification,AE - Qualified,2019-03-13 10:28:16,2016-08-30 15:23:01,Qualified,2019-03-22 8:57:15,AE - Qualified,2019-03-13 10:28:16,year,1
company642,222,AE - Qualified,Opp - Lost,2018-04-09 07:03:55,2017-11-30 15:47:42,Lost,2018-04-09 7:04:14,Opp - Lost,2018-04-09 07:03:55,year,1
company643,86,MR - Qualification,AE - Qualified,2019-05-14 17:01:32,2019-04-23 12:47:48,Qualified,2019-05-14 17:00:19,AE - Qualified,2019-05-14 17:01:32,year,1
company644,242,AE - Qualified,Opp - Lost,2017-06-02 09:37:54,2017-04-11 08:37:20,Lost,2017-11-23 16:06:39,Opp - Lost,2017-06-02 09:37:54,year,1
company645,248,MR - Qualification,AE - Qualified,2019-01-08 16:30:06,2018-12-19 10:07:21,Qualified,2019-01-08 16:29:34,AE - Qualified,2019-01-08 16:30:06,year,1
company646,70,AE - Qualified,Opp - Lost,2016-12-08 14:10:40,2016-10-21 13:18:55,Lost,2017-01-18 9:06:16,Opp - Lost,2016-12-08 14:10:40,month,10
company647,48,MR - Qualification,AE - Qualified,2018-11-08 09:41:30,2018-11-07 15:20:18,Customer,2018-11-14 12:22:09,Paying,2018-12-18 19:40:20,month,8
company647,48,AE - Qualified,AE - Solution Design,2018-11-14 10:59:38,2018-11-07 15:20:18,Customer,2018-11-14 12:22:09,Paying,2018-12-18 19:40:20,month,8
company647,48,AE - Solution Design,Confirmed,2018-11-14 12:22:06,2018-11-07 15:20:18,Customer,2018-11-14 12:22:09,Paying,2018-12-18 19:40:20,month,2
company647,48,Confirmed,Paying,2018-12-18 19:40:20,2018-11-07 15:20:18,Customer,2018-11-14 12:22:09,Paying,2018-12-18 19:40:20,month,2
company651,188,AE - Qualified,Opp - Lost,2018-06-15 09:04:25,2018-03-12 09:38:07,Qualified,2018-12-18 9:38:34,AE - Qualified,2018-12-18 09:38:46,year,1
company651,188,Opp - Lost,MR - Qualification,2018-12-10 09:43:58,2018-03-12 09:38:07,Qualified,2018-12-18 9:38:34,AE - Qualified,2018-12-18 09:38:46,year,1
company651,188,MR - Qualification,AE - Qualified,2018-12-18 09:38:46,2018-03-12 09:38:07,Qualified,2018-12-18 9:38:34,AE - Qualified,2018-12-18 09:38:46,year,1
company654,154,AE - Qualified,Opp - Lost,2017-08-21 15:21:35,2017-03-27 11:39:06,Contacted,2019-04-18 12:10:04,Opp - Lost,2017-08-21 15:21:35,year,1
company655,52,AE - Qualified,Confirmed,2017-05-15 13:05:26,2017-05-04 09:04:55,Customer,2017-05-15 13:05:29,Paying,2017-05-17 15:25:15,month,1
company655,52,Confirmed,Paying,2017-05-17 15:25:15,2017-05-04 09:04:55,Customer,2017-05-15 13:05:29,Paying,2017-05-17 15:25:15,month,6
company657,148,AE - Qualified,Opp - Lost,2018-06-25 10:22:37,2018-06-20 09:19:41,Lost,2018-06-25 10:22:48,Opp - Lost,2018-06-25 10:22:37,year,1
company658,138,SD - Interested,SD - Engaged,2018-08-23 09:23:40,2018-08-07 09:49:00,Lost,2019-01-08 14:07:58,Opp - Lost,2019-01-08 14:06:49,year,1
company658,138,SD - Engaged,AE - Qualified,2018-08-23 15:28:36,2018-08-07 09:49:00,Lost,2019-01-08 14:07:58,Opp - Lost,2019-01-08 14:06:49,year,1
company658,138,AE - Qualified,Opp - Lost,2019-01-08 14:06:49,2018-08-07 09:49:00,Lost,2019-01-08 14:07:58,Opp - Lost,2019-01-08 14:06:49,year,1
company661,54,MR - Qualification,AE - Qualified,2019-02-13 08:42:05,2019-01-31 09:21:01,Disqualified,2019-03-19 8:07:41,Opp - Lost,2019-03-19 08:08:01,month,9
company661,54,AE - Qualified,Opp - Lost,2019-03-19 08:08:01,2019-01-31 09:21:01,Disqualified,2019-03-19 8:07:41,Opp - Lost,2019-03-19 08:08:01,month,8
company663,61,MR - Qualification,AE - Qualified,2018-08-28 12:27:54,2018-08-21 08:57:39,Lost,2018-11-28 8:53:21,Opp - Lost,2018-11-28 08:53:15,month,6
company663,61,AE - Qualified,Opp - Lost,2018-11-28 08:53:15,2018-08-21 08:57:39,Lost,2018-11-28 8:53:21,Opp - Lost,2018-11-28 08:53:15,month,9
company665,74,AE - Qualified,Opp - Lost,2018-07-20 12:47:07,2017-11-22 11:41:12,Other,2018-12-10 10:37:58,Opp - Lost,2018-07-20 12:47:07,year,1
company666,465,AE - Qualified,Opp - Lost,2018-08-02 15:49:28,2018-06-18 14:23:01,Not Interested,2018-08-31 7:15:47,Opp - Lost,2018-08-02 15:49:28,year,1
company667,57,MR - Qualification,AE - Qualified,2019-04-17 14:03:46,2019-04-17 11:09:48,Customer,2019-04-17 14:53:36,Confirmed,2019-04-17 14:53:31,month,8
company667,57,AE - Qualified,Confirmed,2019-04-17 14:53:31,2019-04-17 11:09:48,Customer,2019-04-17 14:53:36,Confirmed,2019-04-17 14:53:31,month,4
company669,167,SD - Interested,Opp - Lost,2019-02-12 08:44:32,2018-10-29 16:26:11,Not Interested,2019-02-12 8:45:06,Opp - Lost,2019-02-12 08:44:32,year,1
company670,259,MR - Qualification,AE - Qualified,2019-04-16 13:49:56,2019-04-16 13:47:46,Qualified,2019-04-16 13:49:48,AE - Qualified,2019-04-16 13:49:56,year,1
company671,71,AE - Qualified,Opp - Lost,2018-10-18 10:17:57,2018-02-06 13:00:27,Customer,2019-03-29 9:14:02,Confirmed,2019-03-29 09:13:57,month,4
company671,71,Opp - Lost,AE - Qualified,2019-01-17 10:53:54,2018-02-06 13:00:27,Customer,2019-03-29 9:14:02,Confirmed,2019-03-29 09:13:57,month,2
company671,71,AE - Qualified,Confirmed,2019-03-29 09:13:57,2018-02-06 13:00:27,Customer,2019-03-29 9:14:02,Confirmed,2019-03-29 09:13:57,month,6
company674,38,Confirmed,Paying,2017-04-12 12:22:56,2017-04-12 11:10:26,Customer,2017-04-12 11:10:32,Paying,2017-04-12 12:22:56,month,6
company675,60,AE - Qualified,Confirmed,2016-11-30 17:02:48,2016-09-28 08:37:37,Customer,2016-11-30 17:08:53,Paying,2017-01-20 13:31:31,month,2
company675,60,Confirmed,Paying,2017-01-20 13:31:31,2016-09-28 08:37:37,Customer,2016-11-30 17:08:53,Paying,2017-01-20 13:31:31,month,6
company677,533,SD - Interested,Opp - Lost,2019-01-29 15:27:58,2018-12-11 13:22:45,Not Interested,2019-01-29 15:28:02,Opp - Lost,2019-01-29 15:27:58,year,1
company678,119,AE - Qualified,Opp - Lost,2018-08-02 15:59:09,2018-07-04 10:38:09,Not Interested,2018-09-05 12:18:02,Opp - Lost,2018-08-02 15:59:09,year,1
company679,27,AE - Qualified,Confirmed,2017-08-25 14:09:02,2017-08-10 08:40:03,Customer,2017-08-25 14:09:10,Paying,2017-09-06 11:37:15,month,10
company679,27,Confirmed,Paying,2017-09-06 11:37:15,2017-08-10 08:40:03,Customer,2017-08-25 14:09:10,Paying,2017-09-06 11:37:15,month,1
company681,118,AE - Qualified,Opp - Lost,2017-08-16 13:13:13,2017-07-28 09:09:08,Lost,2017-08-16 13:13:07,Opp - Lost,2017-08-16 13:13:13,year,1
company682,48,AE - Qualified,Confirmed,2017-11-15 14:41:56,2017-10-17 15:00:20,Customer,2017-11-15 14:49:52,Paying,2017-11-28 15:16:00,month,9
company682,48,Confirmed,Paying,2017-11-28 15:16:00,2017-10-17 15:00:20,Customer,2017-11-15 14:49:52,Paying,2017-11-28 15:16:00,month,11
company684,31,MR - Qualification,Opp - Lost,2019-03-12 09:08:33,2019-02-01 15:24:25,Disqualified,2019-03-12 9:08:40,Opp - Lost,2019-03-12 09:08:33,month,1
company685,224,AE - Qualified,Opp - Lost,2017-09-14 09:30:38,2017-08-29 12:19:11,Not Interested,2018-09-26 7:52:57,Opp - Lost,2017-09-14 09:30:38,year,1
company686,331,MR - Qualification,AE - Qualified,2019-01-25 14:21:47,2019-01-16 10:58:00,Customer,2019-03-20 8:31:18,Confirmed,2019-03-20 08:31:11,year,1
company686,331,AE - Qualified,AE - Solution Design,2019-02-05 12:02:31,2019-01-16 10:58:00,Customer,2019-03-20 8:31:18,Confirmed,2019-03-20 08:31:11,year,1
company686,331,AE - Solution Design,AE - Negotiation,2019-03-13 17:05:53,2019-01-16 10:58:00,Customer,2019-03-20 8:31:18,Confirmed,2019-03-20 08:31:11,year,1
company686,331,AE - Negotiation,Confirmed,2019-03-20 08:31:11,2019-01-16 10:58:00,Customer,2019-03-20 8:31:18,Confirmed,2019-03-20 08:31:11,year,1
company690,116,AE - Qualified,Opp - Lost,2017-11-03 09:37:44,2017-05-24 10:47:06,Not Interested,2019-04-16 9:04:13,Opp - Lost,2017-11-03 09:37:44,year,1
company691,341,SD - Interested,Opp - Lost,2019-04-29 12:06:30,2019-02-13 11:05:31,Not Interested,2019-04-29 12:07:51,Opp - Lost,2019-04-29 12:06:30,year,1
company692,71,AE - Qualified,Opp - Lost,2018-05-25 13:19:00,2018-05-16 10:22:19,Lost,2018-10-09 15:12:52,Opp - Lost,2018-05-25 13:19:00,month,10
company692,92,MR - Qualification,AE - Qualified,2018-09-13 08:10:22,2018-09-05 13:11:03,Lost,2018-10-09 15:12:52,Opp - Lost,2018-10-09 15:13:09,year,1
company692,92,AE - Qualified,Opp - Lost,2018-10-09 15:13:09,2018-09-05 13:11:03,Lost,2018-10-09 15:12:52,Opp - Lost,2018-10-09 15:13:09,year,1
company695,167,AE - Qualified,Opp - Lost,2018-08-02 13:02:46,2018-04-20 10:29:57,Lost,2018-11-12 16:53:28,Opp - Lost,2018-11-12 10:30:16,year,1
company695,167,Opp - Lost,MR - Qualification,2018-11-06 14:40:44,2018-04-20 10:29:57,Lost,2018-11-12 16:53:28,Opp - Lost,2018-11-12 10:30:16,year,1
company695,167,MR - Qualification,AE - Qualified,2018-11-07 16:13:24,2018-04-20 10:29:57,Lost,2018-11-12 16:53:28,Opp - Lost,2018-11-12 10:30:16,year,1
company695,167,AE - Qualified,Opp - Lost,2018-11-12 10:30:16,2018-04-20 10:29:57,Lost,2018-11-12 16:53:28,Opp - Lost,2018-11-12 10:30:16,year,1
company699,104,SD - Interested,SD - Engaged,2019-01-28 10:31:41,2018-12-12 14:33:17,Qualified,2019-01-29 16:05:56,AE - Qualified,2019-01-29 16:05:51,year,1
company699,104,SD - Engaged,AE - Qualified,2019-01-29 16:05:51,2018-12-12 14:33:17,Qualified,2019-01-29 16:05:56,AE - Qualified,2019-01-29 16:05:51,year,1
company701,71,SD - Engaged,AE - Qualified,2019-04-11 12:26:02,2019-03-28 12:47:06,Qualified,2019-04-11 12:24:49,AE - Qualified,2019-04-11 12:26:02,month,2
company702,53,MR - Qualification,AE - Qualified,2018-11-23 12:29:27,2018-11-19 15:18:17,Qualified,2019-03-04 12:40:27,AE - Qualified,2019-02-11 15:24:22,month,1
company702,53,AE - Qualified,Opp - Lost,2018-12-13 10:34:31,2018-11-19 15:18:17,Qualified,2019-03-04 12:40:27,AE - Qualified,2019-02-11 15:24:22,month,3
company702,53,Opp - Lost,AE - Qualified,2019-02-11 15:24:22,2018-11-19 15:18:17,Qualified,2019-03-04 12:40:27,AE - Qualified,2019-02-11 15:24:22,month,4
company705,71,AE - Qualified,Opp - Lost,2018-11-22 07:50:02,2018-07-18 15:56:21,Lost,2018-11-22 7:50:08,Opp - Lost,2018-11-22 07:50:02,month,5
company706,658,MR - Qualification,AE - Qualified,2018-08-07 12:46:31,2018-07-31 13:21:57,Not Responding,2019-01-18 15:01:39,Opp - Lost,2018-11-29 11:22:40,year,1
company706,658,AE - Qualified,Opp - Lost,2018-11-29 11:22:40,2018-07-31 13:21:57,Not Responding,2019-01-18 15:01:39,Opp - Lost,2018-11-29 11:22:40,year,1
company708,228,AE - Qualified,AE - Solution Design,2018-08-08 14:03:10,2018-07-05 13:40:23,Customer,2018-10-30 8:07:30,Paying,2018-12-18 19:37:33,year,1
company708,228,AE - Solution Design,AE - Negotiation,2018-08-14 14:49:36,2018-07-05 13:40:23,Customer,2018-10-30 8:07:30,Paying,2018-12-18 19:37:33,year,1
company708,228,AE - Negotiation,Confirmed,2018-10-30 08:07:15,2018-07-05 13:40:23,Customer,2018-10-30 8:07:30,Paying,2018-12-18 19:37:33,year,1
company708,228,Confirmed,Paying,2018-12-18 19:37:33,2018-07-05 13:40:23,Customer,2018-10-30 8:07:30,Paying,2018-12-18 19:37:33,year,1
company712,29,MR - Qualification,AE - Qualified,2018-11-13 14:42:10,2018-11-13 13:08:04,Lost,2018-11-27 10:24:19,Opp - Lost,2018-11-27 10:24:15,month,7
company712,29,AE - Qualified,Opp - Lost,2018-11-27 10:24:15,2018-11-13 13:08:04,Lost,2018-11-27 10:24:19,Opp - Lost,2018-11-27 10:24:15,month,3
company714,60,AE - Qualified,Confirmed,2018-02-27 14:24:27,2018-02-05 14:08:13,Customer,2018-02-27 14:24:40,Paying,2018-04-03 16:26:05,month,6
company714,60,Confirmed,Paying,2018-04-03 16:26:05,2018-02-05 14:08:13,Customer,2018-02-27 14:24:40,Paying,2018-04-03 16:26:05,month,7
company716,185,MR - Qualification,AE - Qualified,2019-05-13 12:57:58,2019-05-10 12:20:28,Qualified,2019-05-13 12:58:02,AE - Qualified,2019-05-13 12:57:58,year,1
company717,21,AE - Qualified,Confirmed,2016-09-30 11:15:40,2016-09-29 09:24:53,Customer,2016-09-30 11:16:02,Paying,2017-01-20 13:31:28,month,6
company717,21,Confirmed,Paying,2017-01-20 13:31:28,2016-09-29 09:24:53,Customer,2016-09-30 11:16:02,Paying,2017-01-20 13:31:28,month,5
company719,158,MR - Qualification,Opp - Lost,2018-11-07 10:55:54,2018-09-19 08:26:41,Disqualified,2018-11-07 10:56:47,Opp - Lost,2018-11-07 10:55:54,year,1
company720,250,MR - Qualification,AE - Qualified,2018-08-02 16:01:56,2018-07-30 09:22:34,Lost,2018-08-03 7:55:49,Opp - Lost,2018-08-03 07:55:56,year,1
company720,250,AE - Qualified,Opp - Lost,2018-08-03 07:55:56,2018-07-30 09:22:34,Lost,2018-08-03 7:55:49,Opp - Lost,2018-08-03 07:55:56,year,1
company722,685,AE - Qualified,Confirmed,2018-03-15 07:55:58,2017-11-16 16:02:51,Customer,2018-03-15 7:56:01,Confirmed,2018-03-15 07:55:58,year,1
company723,18,Confirmed,Paying,2016-12-03 15:21:46,2016-12-01 09:57:11,Customer,2016-12-01 9:56:42,Paying,2016-12-03 15:21:46,month,5
company724,13,Won,Paying,2016-06-19 10:47:31,2016-04-08 09:25:54,Customer,2016-04-08 9:25:30,Paying,2016-06-19 10:47:31,month,8
company725,131,MR - Qualification,AE - Qualified,2019-02-05 10:38:54,2019-01-23 16:49:18,Customer,2019-02-05 16:04:34,Paying,2019-02-13 07:56:01,year,1
company725,131,AE - Qualified,Confirmed,2019-02-05 16:04:41,2019-01-23 16:49:18,Customer,2019-02-05 16:04:34,Paying,2019-02-13 07:56:01,year,1
company725,131,Confirmed,Paying,2019-02-13 07:56:01,2019-01-23 16:49:18,Customer,2019-02-05 16:04:34,Paying,2019-02-13 07:56:01,year,1
company728,126,MR - Qualification,AE - Qualified,2019-03-27 15:12:41,2019-03-19 11:03:41,Qualified,2019-03-27 15:12:44,AE - Qualified,2019-03-27 15:12:41,year,1
company729,36,AE - Qualified,Opp - Lost,2018-10-10 09:33:11,2018-07-23 13:40:47,Lost,2018-10-10 9:33:15,Opp - Lost,2018-10-10 09:33:11,month,8
company730,126,MR - Qualification,AE - Qualified,2018-10-29 12:42:48,2018-10-26 13:28:56,Customer,2018-11-01 11:34:41,Paying,2018-11-20 18:46:09,year,1
company730,126,AE - Qualified,AE - Solution Design,2018-10-30 09:24:20,2018-10-26 13:28:56,Customer,2018-11-01 11:34:41,Paying,2018-11-20 18:46:09,year,1
company730,126,AE - Solution Design,AE - Negotiation,2018-11-01 10:24:45,2018-10-26 13:28:56,Customer,2018-11-01 11:34:41,Paying,2018-11-20 18:46:09,year,1
company730,126,AE - Negotiation,Confirmed,2018-11-01 11:34:36,2018-10-26 13:28:56,Customer,2018-11-01 11:34:41,Paying,2018-11-20 18:46:09,year,1
company730,126,Confirmed,Paying,2018-11-20 18:46:09,2018-10-26 13:28:56,Customer,2018-11-01 11:34:41,Paying,2018-11-20 18:46:09,year,1
company735,79,SD - Interested,Opp - Lost,2019-02-20 08:04:02,2019-01-30 09:38:34,Not Interested,2019-02-20 8:04:04,Opp - Lost,2019-02-20 08:04:02,year,1
company736,52,Confirmed,Paying,2017-01-20 13:30:50,2016-12-21 15:15:05,Customer,2016-12-21 15:39:56,Paying,2017-01-20 13:30:50,month,4
company737,140,AE - Qualified,Confirmed,2017-05-11 11:48:48,2017-04-05 10:39:26,Customer,2017-05-11 11:48:59,Paying,2017-06-06 12:22:23,year,1
company737,140,Confirmed,Paying,2017-06-06 12:22:23,2017-04-05 10:39:26,Customer,2017-05-11 11:48:59,Paying,2017-06-06 12:22:23,year,1
company739,74,AE - Qualified,Confirmed,2018-07-11 13:03:57,2018-07-10 10:34:17,Customer,2018-07-11 13:04:29,Confirmed,2018-07-11 13:03:57,year,1
company740,65,AE - Qualified,Opp - Lost,2018-07-19 08:44:44,2017-05-11 11:46:51,Not Responding,2018-11-13 11:23:57,Opp - Lost,2018-07-19 08:44:44,month,2
company741,167,AE - Qualified,Opp - Lost,2018-08-02 14:37:34,2018-07-11 08:19:00,Disqualified,2018-11-14 15:23:57,Opp - Lost,2018-08-02 14:37:34,year,1
company742,234,SD - Interested,Opp - Lost,2019-04-11 14:24:02,2019-04-04 09:26:45,Not Interested,2019-04-11 14:27:04,Opp - Lost,2019-04-11 14:24:02,year,1
company743,229,MR - Qualification,AE - Qualified,2018-12-12 11:12:31,2018-12-11 14:29:05,Lost,2019-02-27 15:47:05,Opp - Lost,2019-02-27 15:47:01,year,1
company743,229,AE - Qualified,Opp - Lost,2019-02-27 15:47:01,2018-12-11 14:29:05,Lost,2019-02-27 15:47:05,Opp - Lost,2019-02-27 15:47:01,year,1
company745,71,MR - Qualification,AE - Qualified,2018-08-10 09:10:08,2018-08-09 09:08:30,Lost,2018-10-29 8:33:14,Opp - Lost,2018-10-29 08:33:11,month,10
company745,71,AE - Qualified,AE - Solution Design,2018-09-05 09:19:31,2018-08-09 09:08:30,Lost,2018-10-29 8:33:14,Opp - Lost,2018-10-29 08:33:11,month,8
company745,71,AE - Solution Design,Opp - Lost,2018-10-29 08:33:11,2018-08-09 09:08:30,Lost,2018-10-29 8:33:14,Opp - Lost,2018-10-29 08:33:11,month,3
company748,205,MR - Qualification,AE - Qualified,2019-05-13 12:16:21,2019-05-08 15:01:35,Qualified,2019-05-13 13:51:24,AE - Qualified,2019-05-13 12:16:21,year,1
company749,196,MR - Qualification,AE - Qualified,2019-01-28 16:49:32,2019-01-24 15:54:50,Customer,2019-03-29 14:21:14,Confirmed,2019-03-29 14:21:10,year,1
company749,196,AE - Qualified,AE - Solution Design,2019-02-14 09:39:33,2019-01-24 15:54:50,Customer,2019-03-29 14:21:14,Confirmed,2019-03-29 14:21:10,year,1
company749,196,AE - Solution Design,AE - Negotiation,2019-03-19 14:17:42,2019-01-24 15:54:50,Customer,2019-03-29 14:21:14,Confirmed,2019-03-29 14:21:10,year,1
company749,196,AE - Negotiation,Confirmed,2019-03-29 14:21:10,2019-01-24 15:54:50,Customer,2019-03-29 14:21:14,Confirmed,2019-03-29 14:21:10,year,1
company753,341,MR - Qualification,AE - Qualified,2019-03-28 15:17:48,2019-03-27 16:03:28,Qualified,2019-03-28 15:17:37,AE - Qualified,2019-03-28 15:17:48,year,1
company754,763,AE - Qualified,Confirmed,2018-05-24 18:40:24,2018-04-27 08:44:51,Customer,2018-05-31 8:22:44,Paying,2018-08-20 12:31:00,year,1
company754,763,Confirmed,Paying,2018-08-20 12:31:00,2018-04-27 08:44:51,Customer,2018-05-31 8:22:44,Paying,2018-08-20 12:31:00,year,1
company756,71,Confirmed,Paying,2017-09-12 13:41:55,2017-09-12 12:48:11,Customer,2017-09-12 12:46:20,Paying,2017-09-12 13:41:55,month,8
company757,268,MR - Qualification,AE - Qualified,2018-11-20 15:54:13,2018-11-16 14:33:07,Lost,2018-11-29 9:27:00,Opp - Lost,2018-11-29 09:26:57,year,1
company757,268,AE - Qualified,Opp - Lost,2018-11-29 09:26:57,2018-11-16 14:33:07,Lost,2018-11-29 9:27:00,Opp - Lost,2018-11-29 09:26:57,year,1
company759,79,SD - Interested,SD - Engaged,2019-04-11 13:25:45,2019-04-04 12:54:40,Qualified,2019-04-15 14:00:35,AE - Qualified,2019-04-15 14:00:26,year,1
